anio;RENIPRESS;EESS;Ubigeo_Declarado_Paciente;Distrito_RH_Paciente;Codigo_Item;Codigo_Item_F;Descripcion_Item;id_genero;grupo_edad;cie;desc_grupo;TOTAL
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;28
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;15
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000002885;CIUDAD NUEVA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000034527;CENTRO DE SALUD METROPOLITANO;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002924;RAMON COPAJA;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002899;POCOLLAY;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220102;CALANA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002895;TOQUELA;220107;PACHIA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220104;INCLAN;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002864;HOSPITAL HIPOLITO UNANUE DE TACNA;220104;INCLAN;E65X;E65;ADIPOSIDAD LOCALIZADA;F;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002899;POCOLLAY;220109;POCOLLAY;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;070605;PITUMARCA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;040114;SACHACA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;140137;SAN JUAN DE LURIGANCHO;E65X;E65;ADIPOSIDAD LOCALIZADA;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;140109;LA VICTORIA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;130307;MOTUPE;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002918;LA NATIVIDAD;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002918;LA NATIVIDAD;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002918;LA NATIVIDAD;220101;TACNA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;200101;PUNO;E65X;E65;ADIPOSIDAD LOCALIZADA;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220113;CORONEL GREGORIO ALBARRACIN LANCHIPA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220114;LA YARADA LOS PALOS;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002918;LA NATIVIDAD;220114;LA YARADA LOS PALOS;E65X;E65;ADIPOSIDAD LOCALIZADA;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;10
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E65X;E65;ADIPOSIDAD LOCALIZADA;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E65X;E65;ADIPOSIDAD LOCALIZADA;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;10
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002924;RAMON COPAJA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002919;LEONCIO PRADO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002929;SITAJARA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000030609;PUESTO DE SALUD PAMPA SITANA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000030609;PUESTO DE SALUD PAMPA SITANA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002932;TARATA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002932;TARATA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000006724;VIÑANI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000006724;VIÑANI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000006724;VIÑANI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;5
2025;000006724;VIÑANI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;7
2025;000034527;CENTRO DE SALUD METROPOLITANO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000034527;CENTRO DE SALUD METROPOLITANO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000034527;CENTRO DE SALUD METROPOLITANO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;8
2025;000034527;CENTRO DE SALUD METROPOLITANO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000034527;CENTRO DE SALUD METROPOLITANO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002910;BOROGUENA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002913;LOCUMBA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002913;LOCUMBA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002913;LOCUMBA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002913;LOCUMBA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002913;LOCUMBA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002913;LOCUMBA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002913;LOCUMBA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002917;CENTRO DE SALUD BOLOGNESI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002917;CENTRO DE SALUD BOLOGNESI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002917;CENTRO DE SALUD BOLOGNESI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002914;INCLAN;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002914;INCLAN;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;7
2025;000002914;INCLAN;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002912;CAMBAYA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002911;MIRAVE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002931;YABROCO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002930;SUSAPAYA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002930;SUSAPAYA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002930;SUSAPAYA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002925;CHUCATAMANI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002922;HABITAT;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002922;HABITAT;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002922;HABITAT;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002920;AUGUSTO B. LEGUIA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002905;5 Y 6  LA YARADA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002906;LOS OLIVOS;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002904;28 DE AGOSTO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002904;28 DE AGOSTO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002904;28 DE AGOSTO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002909;ILABAYA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;1-4a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;9
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;8
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;6
2025;000002892;CALANA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002892;CALANA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002889;5 DE NOVIEMBRE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002889;5 DE NOVIEMBRE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002890;LAS BEGONIAS;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002890;LAS BEGONIAS;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002890;LAS BEGONIAS;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;4
2025;000002890;LAS BEGONIAS;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002934;TICACO;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002870;CONCHACHIRI;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002866;ANCOMARCA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002874;CANDARAVE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002874;CANDARAVE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002874;CANDARAVE;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002873;CAMILACA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002864;HOSPITAL HIPOLITO UNANUE DE TACNA;220111;ALTO DE LA ALIANZA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;29d-11m;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;1-4a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;5-11a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;27
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;9
2025;000002885;CIUDAD NUEVA;220112;CIUDAD NUEVA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;39
