anio;RENIPRESS;EESS;Ubigeo_Declarado_Paciente;Distrito_RH_Paciente;Codigo_Item;Codigo_Item_F;Descripcion_Item;id_genero;grupo_edad;cie;desc_grupo;TOTAL
2025;000002874;CANDARAVE;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002885;CIUDAD NUEVA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002883;LA ESPERANZA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002878;CURIBAYA;220403;CURIBAYA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;8
2025;000002878;CURIBAYA;220403;CURIBAYA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002878;CURIBAYA;220403;CURIBAYA;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;7
2025;000002876;HUAYTIRI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002876;HUAYTIRI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002876;HUAYTIRI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002876;HUAYTIRI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002876;HUAYTIRI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;8
2025;000002877;SANTA CRUZ;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002877;SANTA CRUZ;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002877;SANTA CRUZ;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;3
2025;000002872;ANCOCALA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;6
2025;000002872;ANCOCALA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002872;ANCOCALA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;60a+;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002880;QUILAHUANI;220401;CANDARAVE;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;30-59a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
2025;000002886;CONO NORTE;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;F;18-29a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;2
2025;000002879;HUANUARA;220402;CAIRANI;E660;E66;OBESIDAD DEBIDA A EXCESO DE CALORIAS;M;12-17a;E65 - E68;OBESIDAD Y OTROS DE HIPERALIMENTACION;1
